C1,C1S,C2,C2S,GI,DP
ISR,89,FIN,87,1,2022.09.02
FIN,89,POL,59,2,2022.09.03
SRB,100,FIN,70,3,2022.09.05
FIN,98,CZE,88,4,2022.09.06
FIN,88,NED,67,5,2022.09.08
FIN,94,CRO,86,6,2022.09.11
ESP,100,FIN,90,7,2022.09.13
