C1,C1S,C2,C2S,GI,DP
SLO,92,LTU,85,1,2022.09.01
LTU,73,FRA,77,2,2022.09.03
LTU,107,GER,109,3,2022.09.04
HUN,64,LTU,87,4,2022.09.06
LTU,87,BIH,70,5,2022.09.07
ESP,102,LTU,94,6,2022.09.10
