C1,C1S,C2,C2S,GI,DP
ITA,83,EST,62,1,2022.09.02
EST,73,UKR,74,2,2022.09.03
CRO,73,EST,70,3,2022.09.05
EST,94,GBR,62,4,2022.09.06
EST,69,GRE,90,5,2022.09.08
