C1,C1S,C2,C2S,GI,DP
BIH,95,HUN,85,1,2022.09.01
GER,92,BIH,82,2,2022.09.03
SLO,93,BIH,97,3,2022.09.04
BIH,68,FRA,81,4,2022.09.06
LTU,87,BIH,70,5,2022.09.07
