C1,C1S,C2,C2S,GI,DP
CRO,85,GRE,89,1,2022.09.02
GBR,65,CRO,86,2,2022.09.03
CRO,73,EST,70,3,2022.09.05
ITA,81,CRO,76,4,2022.09.06
CRO,90,UKR,85,5,2022.09.08
FIN,94,CRO,86,6,2022.09.11
