C1,C1S,C2,C2S,GI,DP
TUR,72,MNE,68,1,2022.09.01
BUL,87,TUR,101,2,2022.09.03
TUR,83,GEO,88,3,2022.09.04
BEL,63,TUR,78,4,2022.09.06
TUR,69,ESP,72,5,2022.09.07
TUR,86,FRA,87,6,2022.09.10
