C1,C1S,C2,C2S,GI,DP
FRA,63,GER,76,1,2022.09.01
LTU,73,FRA,77,2,2022.09.03
FRA,78,HUN,74,3,2022.09.04
BIH,68,FRA,81,4,2022.09.06
FRA,82,SLO,88,5,2022.09.07
TUR,86,FRA,87,6,2022.09.10
FRA,93,ITA,85,7,2022.09.14
POL,54,FRA,95,8,2022.09.16
ESP,88,FRA,76,9,2022.09.18
