C1,C1S,C2,C2S,GI,DP
UKR,90,GBR,61,1,2022.09.02
GBR,65,CRO,86,2,2022.09.03
GBR,77,GRE,93,3,2022.09.05
EST,94,GBR,62,4,2022.09.06
GBR,56,ITA,90,5,2022.09.08
