C1,C1S,C2,C2S,GI,DP
POL,99,CZE,84,1,2022.09.02
CZE,68,SRB,81,2,2022.09.03
CZE,88,NED,80,3,2022.09.05
FIN,98,CZE,88,4,2022.09.06
CZE,88,ISR,77,5,2022.09.08
GRE,94,CZE,88,6,2022.09.11
