C1,C1S,C2,C2S,GI,DP
POR,75,HUN,81,1,2021.11.26
MNE,83,POR,69,2,2021.11.29
FRA,94,POR,56,3,2022.02.24
POR,56,FRA,69,4,2022.02.27
HUN,69,POR,68,5,2022.07.01
POR,62,MNE,77,6,2022.07.04
