C1,C1S,C2,C2S,GI,DP
MKD,65,ESP,94,1,2021.11.26
ESP,89,GEO,61,2,2021.11.29
ESP,88,UKR,74,3,2022.02.24
ESP,80,MKD,44,4,2022.07.01
GEO,82,ESP,76,5,2022.07.04
UKR,76,ESP,77,6,2022.07.07
ESP,87,ISL,57,7,2022.08.24
NED,64,ESP,86,8,2022.08.27
ITA,84,ESP,88,9,2022.11.11
ESP,84,NED,72,10,2022.11.14
ISL,61,ESP,80,11,2023.02.23
ESP,68,ITA,72,12,2023.02.26
