C1,C1S,C2,C2S,GI,DP
POR,75,HUN,81,1,2021.11.26
HUN,54,FRA,78,2,2021.11.29
HUN,67,MNE,83,3,2022.02.24
MNE,84,HUN,88,4,2022.02.27
HUN,69,POR,68,5,2022.07.01
FRA,81,HUN,40,6,2022.07.04
HUN,78,LTU,88,7,2022.08.24
CZE,79,HUN,82,8,2022.08.27
BIH,83,HUN,78,9,2022.11.11
HUN,83,CZE,69,10,2022.11.14
LTU,89,HUN,64,11,2023.02.23
HUN,87,BIH,77,12,2023.02.26
