C1,C1S,C2,C2S,GI,DP
GER,66,EST,69,1,2021.11.25
EST,69,ISR,79,2,2021.11.28
EST,75,POL,71,3,2022.02.25
POL,70,EST,68,4,2022.02.28
EST,57,GER,88,5,2022.06.30
ISR,96,EST,77,6,2022.07.03
SLO,104,EST,83,7,2022.08.25
EST,68,FIN,76,8,2022.08.28
EST,82,SWE,87,9,2022.11.11
FIN,91,EST,71,10,2022.11.14
EST,79,SLO,78,11,2023.02.24
SWE,71,EST,72,12,2023.02.27
