C1,C1S,C2,C2S,GI,DP
GEO,88,UKR,83,1,2021.11.26
ESP,89,GEO,61,2,2021.11.29
GEO,91,MKD,70,3,2022.02.24
MKD,65,GEO,79,4,2022.02.27
UKR,79,GEO,66,5,2022.07.01
GEO,82,ESP,76,6,2022.07.04
GEO,77,NED,66,7,2022.08.24
ITA,91,GEO,84,8,2022.08.27
ISL,85,GEO,88,9,2022.11.11
GEO,84,ITA,85,10,2022.11.14
NED,80,GEO,88,11,2023.02.23
GEO,77,ISL,80,12,2023.02.26
