C1,C1S,C2,C2S,GI,DP
SRB,101,LAT,100,1,2021.11.25
LAT,82,SVK,74,2,2021.11.29
BEL,65,LAT,66,3,2022.02.25
LAT,68,BEL,63,4,2022.02.28
LAT,66,SRB,59,5,2022.06.30
SVK,60,LAT,93,6,2022.07.03
LAT,111,TUR,85,7,2022.08.25
GBR,80,LAT,87,8,2022.08.28
GRE,60,LAT,80,9,2022.11.11
LAT,79,GBR,63,10,2022.11.14
TUR,74,LAT,83,11,2023.02.24
LAT,67,GRE,57,12,2023.02.27
