C1,C1S,C2,C2S,GI,DP
BIH,97,CZE,90,1,2021.11.26
BUL,75,BIH,85,2,2021.11.29
BIH,77,LTU,78,3,2022.02.24
LTU,77,BIH,56,4,2022.02.27
CZE,93,BIH,81,5,2022.07.01
BIH,76,BUL,73,6,2022.07.04
MNE,88,BIH,69,7,2022.08.24
BIH,96,FRA,90,8,2022.08.27
BIH,83,HUN,78,9,2022.11.11
FRA,92,BIH,56,10,2022.11.14
BIH,74,MNE,66,11,2023.02.23
HUN,87,BIH,77,12,2023.02.26
