C1,C1S,C2,C2S,GI,DP
FRA,73,MNE,67,1,2021.11.26
HUN,54,FRA,78,2,2021.11.29
FRA,94,POR,56,3,2022.02.24
POR,56,FRA,69,4,2022.02.27
MNE,70,FRA,69,5,2022.07.01
FRA,81,HUN,40,6,2022.07.04
FRA,95,CZE,60,7,2022.08.24
BIH,96,FRA,90,8,2022.08.27
LTU,65,FRA,90,9,2022.11.11
FRA,92,BIH,56,10,2022.11.14
CZE,59,FRA,72,11,2023.02.23
FRA,70,LTU,63,12,2023.02.26
