C1,C1S,C2,C2S,GI,DP
LTU,89,BUL,69,1,2021.11.26
CZE,66,LTU,74,2,2021.11.29
BIH,77,LTU,78,3,2022.02.24
LTU,77,BIH,56,4,2022.02.27
BUL,70,LTU,72,5,2022.07.01
LTU,72,CZE,83,6,2022.07.04
HUN,78,LTU,88,7,2022.08.24
LTU,90,MNE,73,8,2022.08.27
LTU,65,FRA,90,9,2022.11.11
MNE,56,LTU,65,10,2022.11.14
LTU,89,HUN,64,11,2023.02.23
FRA,70,LTU,63,12,2023.02.26
