C1,C1S,C2,C2S,GI,DP
NED,77,ISL,79,1,2021.11.26
ISL,107,ITA,105,2,2022.02.24
ITA,95,ISL,87,3,2022.02.27
ISL,67,NED,66,4,2022.07.01
ESP,87,ISL,57,5,2022.08.24
ISL,91,UKR,88,6,2022.08.27
ISL,85,GEO,88,7,2022.11.11
UKR,79,ISL,72,8,2022.11.14
ISL,61,ESP,80,9,2023.02.23
GEO,77,ISL,80,10,2023.02.26
