C1,C1S,C2,C2S,GI,DP
GBR,78,GRE,69,1,2021.11.25
GRE,72,TUR,71,2,2022.02.25
TUR,67,GRE,76,3,2022.02.28
GRE,93,GBR,71,4,2022.06.30
SRB,100,GRE,94,5,2022.08.25
GRE,85,BEL,68,6,2022.08.28
GRE,60,LAT,80,7,2022.11.11
BEL,70,GRE,72,8,2022.11.14
GRE,97,SRB,92,9,2023.02.24
LAT,67,GRE,57,10,2023.02.27
