C1,C1S,C2,C2S,GI,DP
NED,77,ISL,79,1,2021.11.26
ITA,75,NED,73,2,2021.11.29
ISL,67,NED,66,3,2022.07.01
NED,81,ITA,92,4,2022.07.04
GEO,77,NED,66,5,2022.08.24
NED,64,ESP,86,6,2022.08.27
NED,77,UKR,96,7,2022.11.11
ESP,84,NED,72,8,2022.11.14
NED,80,GEO,88,9,2023.02.23
UKR,72,NED,56,10,2023.02.26
