C1,C1S,C2,C2S,GI,DP
BIH,97,CZE,90,1,2021.11.26
CZE,66,LTU,74,2,2021.11.29
BUL,79,CZE,70,3,2022.02.24
CZE,83,BUL,80,4,2022.02.27
CZE,93,BIH,81,5,2022.07.01
LTU,72,CZE,83,6,2022.07.04
FRA,95,CZE,60,7,2022.08.24
CZE,79,HUN,82,8,2022.08.27
CZE,56,MNE,65,9,2022.11.11
HUN,83,CZE,69,10,2022.11.14
CZE,59,FRA,72,11,2023.02.23
MNE,88,CZE,70,12,2023.02.26
