C1,C1S,C2,C2S,GI,DP
SRB,101,LAT,100,1,2021.11.25
BEL,73,SRB,69,2,2021.11.28
SRB,75,SVK,63,3,2022.02.25
SVK,63,SRB,71,4,2022.02.28
LAT,66,SRB,59,5,2022.06.30
SRB,73,BEL,74,6,2022.07.04
SRB,100,GRE,94,7,2022.08.25
TUR,72,SRB,79,8,2022.08.28
GBR,68,SRB,74,9,2022.11.11
SRB,77,TUR,76,10,2022.11.14
GRE,97,SRB,92,11,2023.02.24
SRB,101,GBR,83,12,2023.02.27
