C1,C1S,C2,C2S,GI,DP
ISR,69,POL,61,1,2021.11.25
POL,69,GER,72,2,2021.11.28
EST,75,POL,71,3,2022.02.25
POL,70,EST,68,4,2022.02.28
POL,90,ISR,85,5,2022.06.30
GER,93,POL,83,6,2022.07.03
