C1,C1S,C2,C2S,GI,DP
SVK,57,BEL,83,1,2021.11.25
LAT,82,SVK,74,2,2021.11.29
SRB,75,SVK,63,3,2022.02.25
SVK,63,SRB,71,4,2022.02.28
BEL,102,SVK,59,5,2022.06.30
SVK,60,LAT,93,6,2022.07.03
