C1,C1S,C2,C2S,GI,DP
ITA,75,NED,73,1,2021.11.29
ISL,107,ITA,105,2,2022.02.24
ITA,95,ISL,87,3,2022.02.27
NED,81,ITA,92,4,2022.07.04
UKR,89,ITA,97,5,2022.08.24
ITA,91,GEO,84,6,2022.08.27
ITA,84,ESP,88,7,2022.11.11
GEO,84,ITA,85,8,2022.11.14
ITA,85,UKR,75,9,2023.02.23
ESP,68,ITA,72,10,2023.02.26
