C1,C1S,C2,C2S,GI,DP
FRA,73,MNE,67,1,2021.11.26
MNE,83,POR,69,2,2021.11.29
HUN,67,MNE,83,3,2022.02.24
MNE,84,HUN,88,4,2022.02.27
MNE,70,FRA,69,5,2022.07.01
POR,62,MNE,77,6,2022.07.04
MNE,88,BIH,69,7,2022.08.24
LTU,90,MNE,73,8,2022.08.27
CZE,56,MNE,65,9,2022.11.11
MNE,56,LTU,65,10,2022.11.14
BIH,74,MNE,66,11,2023.02.23
MNE,88,CZE,70,12,2023.02.26
