C1,C1S,C2,C2S,GI,DP
USA,99,NZL,72,1,2023.08.26
GRE,81,USA,109,2,2023.08.28
USA,110,JOR,62,3,2023.08.30
USA,85,MNE,73,4,2023.09.01
USA,104,LTU,110,5,2023.09.03
ITA,63,USA,100,6,2023.09.05
USA,111,GER,113,7,2023.09.08
USA,118,CAN,127,8,2023.09.10
