C1,C1S,C2,C2S,GI,DP
CAN,95,FRA,65,1,2023.08.25
FRA,86,LAT,88,2,2023.08.27
LBN,79,FRA,85,3,2023.08.29
FRA,82,IRI,55,4,2023.08.31
CIV,77,FRA,87,5,2023.09.02
