C1,C1S,C2,C2S,GI,DP
SRB,105,CHN,63,1,2023.08.26
PUR,77,SRB,94,2,2023.08.28
SSD,83,SRB,115,3,2023.08.30
SRB,76,ITA,78,4,2023.09.01
DOM,79,SRB,112,5,2023.09.03
LTU,68,SRB,87,6,2023.09.05
SRB,95,CAN,86,7,2023.09.08
GER,83,SRB,77,8,2023.09.10
