C1,C1S,C2,C2S,GI,DP
JOR,71,GRE,92,1,2023.08.26
NZL,95,JOR,87,2,2023.08.28
USA,110,JOR,62,3,2023.08.30
EGY,85,JOR,69,4,2023.08.31
JOR,80,MEX,93,5,2023.09.02
