C1,C1S,C2,C2S,GI,DP
USA,99,NZL,72,1,2023.08.26
NZL,95,JOR,87,2,2023.08.28
GRE,83,NZL,74,3,2023.08.30
NZL,100,MEX,108,4,2023.08.31
NZL,88,EGY,86,5,2023.09.02
