C1,C1S,C2,C2S,GI,DP
SSD,96,PUR,101,1,2023.08.26
CHN,69,SSD,89,2,2023.08.28
SSD,83,SRB,115,3,2023.08.30
SSD,87,PHI,68,4,2023.08.31
ANG,78,SSD,101,5,2023.09.02
