C1,C1S,C2,C2S,GI,DP
MEX,71,MNE,91,1,2023.08.25
LTU,96,MEX,66,2,2023.08.27
EGY,100,MEX,72,3,2023.08.29
NZL,100,MEX,108,4,2023.08.31
JOR,80,MEX,93,5,2023.09.02
