C1,C1S,C2,C2S,GI,DP
IRI,59,BRA,100,1,2023.08.26
CIV,71,IRI,69,2,2023.08.28
IRI,65,ESP,85,3,2023.08.30
FRA,82,IRI,55,4,2023.08.31
IRI,73,LBN,81,5,2023.09.02
