C1,C1S,C2,C2S,GI,DP
IRI,59,BRA,100,1,2023.08.26
BRA,78,ESP,96,2,2023.08.28
CIV,77,BRA,89,3,2023.08.30
CAN,65,BRA,69,4,2023.09.01
BRA,84,LAT,104,5,2023.09.03
