C1,C1S,C2,C2S,GI,DP
CPV,60,GEO,85,1,2023.08.26
VEN,75,CPV,81,2,2023.08.28
SLO,92,CPV,77,3,2023.08.30
CPV,77,FIN,100,4,2023.08.31
JPN,80,CPV,71,5,2023.09.02
