C1,C1S,C2,C2S,GI,DP
FIN,72,AUS,98,1,2023.08.25
AUS,82,GER,85,2,2023.08.27
AUS,109,JPN,89,3,2023.08.29
SLO,91,AUS,80,4,2023.09.01
AUS,100,GEO,84,5,2023.09.03
