C1,C1S,C2,C2S,GI,DP
MEX,71,MNE,91,1,2023.08.25
MNE,89,EGY,74,2,2023.08.27
MNE,71,LTU,91,3,2023.08.29
USA,85,MNE,73,4,2023.09.01
GRE,69,MNE,73,5,2023.09.03
