C1,C1S,C2,C2S,GI,DP
FIN,72,AUS,98,1,2023.08.25
JPN,98,FIN,88,2,2023.08.27
GER,101,FIN,75,3,2023.08.29
CPV,77,FIN,100,4,2023.08.31
FIN,90,VEN,75,5,2023.09.02
