C1,C1S,C2,C2S,GI,DP
CAN,95,FRA,65,1,2023.08.25
LBN,73,CAN,128,2,2023.08.27
CAN,101,LAT,75,3,2023.08.29
CAN,65,BRA,69,4,2023.09.01
ESP,85,CAN,88,5,2023.09.03
CAN,100,SLO,89,6,2023.09.06
SRB,95,CAN,86,7,2023.09.08
USA,118,CAN,127,8,2023.09.10
