C1,C1S,C2,C2S,GI,DP
DOM,87,PHI,81,1,2023.08.25
PHI,70,ANG,80,2,2023.08.27
PHI,83,ITA,90,3,2023.08.29
SSD,87,PHI,68,4,2023.08.31
PHI,96,CHN,75,5,2023.09.02
