C1,C1S,C2,C2S,GI,DP
ESP,94,CIV,64,1,2023.08.26
BRA,78,ESP,96,2,2023.08.28
IRI,65,ESP,85,3,2023.08.30
ESP,69,LAT,74,4,2023.09.01
ESP,85,CAN,88,5,2023.09.03
