C1,C1S,C2,C2S,GI,DP
SSD,96,PUR,101,1,2023.08.26
PUR,77,SRB,94,2,2023.08.28
CHN,89,PUR,107,3,2023.08.30
DOM,97,PUR,102,4,2023.09.01
ITA,73,PUR,57,5,2023.09.03
