C1,C1S,C2,C2S,GI,DP
GER,81,JPN,63,1,2023.08.25
AUS,82,GER,85,2,2023.08.27
GER,101,FIN,75,3,2023.08.29
GER,100,GEO,73,4,2023.09.01
GER,100,SLO,71,5,2023.09.03
GER,81,LAT,79,6,2023.09.06
USA,111,GER,113,7,2023.09.08
GER,83,SRB,77,8,2023.09.10
