C1,C1S,C2,C2S,GI,DP
LAT,109,LBN,70,1,2023.08.25
FRA,86,LAT,88,2,2023.08.27
CAN,101,LAT,75,3,2023.08.29
ESP,69,LAT,74,4,2023.09.01
BRA,84,LAT,104,5,2023.09.03
GER,81,LAT,79,6,2023.09.06
ITA,82,LAT,87,7,2023.09.07
LAT,98,LTU,63,8,2023.09.09
