C1,C1S,C2,C2S,GI,DP
EGY,67,LTU,93,1,2023.08.25
LTU,96,MEX,66,2,2023.08.27
MNE,71,LTU,91,3,2023.08.29
LTU,92,GRE,67,4,2023.09.01
USA,104,LTU,110,5,2023.09.03
LTU,68,SRB,87,6,2023.09.05
LTU,100,SLO,84,7,2023.09.07
LAT,98,LTU,63,8,2023.09.09
