C1,C1S,C2,C2S,GI,DP
LAT,109,LBN,70,1,2023.08.25
LBN,73,CAN,128,2,2023.08.27
LBN,79,FRA,85,3,2023.08.29
CIV,84,LBN,94,4,2023.08.31
IRI,73,LBN,81,5,2023.09.02
