C1,C1S,C2,C2S,GI,DP
SLO,100,VEN,85,1,2023.08.26
GEO,67,SLO,88,2,2023.08.28
SLO,92,CPV,77,3,2023.08.30
SLO,91,AUS,80,4,2023.09.01
GER,100,SLO,71,5,2023.09.03
CAN,100,SLO,89,6,2023.09.06
LTU,100,SLO,84,7,2023.09.07
ITA,85,SLO,89,8,2023.09.09
