C1,C1S,C2,C2S,GI,DP
ANG,67,ITA,81,1,2023.08.25
ITA,82,DOM,87,2,2023.08.27
PHI,83,ITA,90,3,2023.08.29
SRB,76,ITA,78,4,2023.09.01
ITA,73,PUR,57,5,2023.09.03
ITA,63,USA,100,6,2023.09.05
ITA,82,LAT,87,7,2023.09.07
ITA,85,SLO,89,8,2023.09.09
