C1,C1S,C2,C2S,GI,DP
URU,83,COL,75,1,2021.11.26
COL,69,URU,82,2,2021.11.27
BRA,85,URU,66,3,2022.02.25
CHI,67,URU,78,4,2022.02.28
URU,60,BRA,73,5,2022.06.30
URU,75,CHI,65,6,2022.07.03
USA,105,URU,71,7,2022.08.25
URU,78,PUR,70,8,2022.08.29
MEX,80,URU,60,9,2022.11.11
PUR,76,URU,68,10,2022.11.14
URU,77,USA,88,11,2023.02.23
URU,69,MEX,82,12,2023.02.26
