C1,C1S,C2,C2S,GI,DP
MEX,90,PUR,86,1,2021.11.28
MEX,97,USA,88,2,2021.11.29
CUB,72,MEX,82,3,2022.02.24
USA,89,MEX,67,4,2022.02.27
MEX,75,CUB,66,5,2022.07.01
PUR,97,MEX,87,6,2022.07.04
MEX,89,COL,93,7,2022.08.25
BRA,72,MEX,82,8,2022.08.29
MEX,80,URU,60,9,2022.11.11
MEX,56,BRA,102,10,2022.11.14
COL,54,MEX,113,11,2023.02.23
URU,69,MEX,82,12,2023.02.26
