C1,C1S,C2,C2S,GI,DP
URU,83,COL,75,1,2021.11.26
COL,69,URU,82,2,2021.11.27
CHI,90,COL,76,3,2022.02.25
BRA,119,COL,73,4,2022.02.28
COL,67,CHI,66,5,2022.06.30
COL,104,BRA,98,6,2022.07.03
MEX,89,COL,93,7,2022.08.25
COL,77,USA,95,8,2022.08.29
PUR,91,COL,79,9,2022.11.11
USA,88,COL,81,10,2022.11.14
COL,54,MEX,113,11,2023.02.23
COL,80,PUR,87,12,2023.02.26
