C1,C1S,C2,C2S,GI,DP
USA,95,CUB,90,1,2021.11.28
MEX,97,USA,88,2,2021.11.29
USA,93,PUR,76,3,2022.02.24
USA,89,MEX,67,4,2022.02.27
PUR,75,USA,83,5,2022.07.01
CUB,64,USA,87,6,2022.07.04
USA,105,URU,71,7,2022.08.25
COL,77,USA,95,8,2022.08.29
USA,79,BRA,94,9,2022.11.11
USA,88,COL,81,10,2022.11.14
URU,77,USA,88,11,2023.02.23
BRA,83,USA,76,12,2023.02.26
