C1,C1S,C2,C2S,GI,DP
USA,95,CUB,90,1,2021.11.28
PUR,69,CUB,60,2,2021.11.29
CUB,72,MEX,82,3,2022.02.24
CUB,62,PUR,65,4,2022.02.27
MEX,75,CUB,66,5,2022.07.01
CUB,64,USA,87,6,2022.07.04
