C1,C1S,C2,C2S,GI,DP
DOM,87,ISV,65,1,2021.11.28
ISV,56,DOM,100,2,2021.11.29
BAH,86,ISV,74,3,2022.02.26
CAN,94,ISV,46,4,2022.02.27
ISV,80,BAH,97,5,2022.07.01
ISV,67,CAN,113,6,2022.07.04
