C1,C1S,C2,C2S,GI,DP
BRA,77,CHI,53,1,2021.11.26
CHI,55,BRA,81,2,2021.11.27
CHI,90,COL,76,3,2022.02.25
CHI,67,URU,78,4,2022.02.28
COL,67,CHI,66,5,2022.06.30
URU,75,CHI,65,6,2022.07.03
