C1,C1S,C2,C2S,GI,DP
MEX,90,PUR,86,1,2021.11.28
PUR,69,CUB,60,2,2021.11.29
USA,93,PUR,76,3,2022.02.24
CUB,62,PUR,65,4,2022.02.27
PUR,75,USA,83,5,2022.07.01
PUR,97,MEX,87,6,2022.07.04
PUR,75,BRA,72,7,2022.08.25
URU,78,PUR,70,8,2022.08.29
PUR,91,COL,79,9,2022.11.11
PUR,76,URU,68,10,2022.11.14
BRA,90,PUR,92,11,2023.02.23
COL,80,PUR,87,12,2023.02.26
