C1,C1S,C2,C2S,GI,DP
POL,80,VEN,69,1,2019.08.31
VEN,87,CIV,71,2,2019.09.02
VEN,72,CHN,59,3,2019.09.04
ARG,87,VEN,67,4,2019.09.06
VEN,60,RUS,69,5,2019.09.08
