C1,C1S,C2,C2S,GI,DP
CAN,92,AUS,108,1,2019.09.01
LTU,92,CAN,69,2,2019.09.03
CAN,82,SEN,60,3,2019.09.05
CAN,126,JOR,71,4,2019.09.07
GER,82,CAN,76,5,2019.09.09
