C1,C1S,C2,C2S,GI,DP
POL,80,VEN,69,1,2019.08.31
CHN,76,POL,79,2,2019.09.02
CIV,63,POL,80,3,2019.09.04
POL,79,RUS,74,4,2019.09.06
POL,65,ARG,91,5,2019.09.08
ESP,90,POL,78,6,2019.09.10
POL,84,CZE,94,7,2019.09.12
USA,87,POL,74,8,2019.09.14
