C1,C1S,C2,C2S,GI,DP
NZL,94,BRA,102,1,2019.09.01
BRA,79,GRE,78,2,2019.09.03
BRA,84,MNE,73,3,2019.09.05
BRA,71,CZE,93,4,2019.09.07
USA,89,BRA,73,5,2019.09.09
