C1,C1S,C2,C2S,GI,DP
CZE,67,USA,88,1,2019.09.01
JPN,76,CZE,89,2,2019.09.03
TUR,76,CZE,91,3,2019.09.05
BRA,71,CZE,93,4,2019.09.07
CZE,77,GRE,84,5,2019.09.09
AUS,82,CZE,70,6,2019.09.11
POL,84,CZE,94,7,2019.09.12
SRB,90,CZE,81,8,2019.09.14
