C1,C1S,C2,C2S,GI,DP
DOM,80,JOR,76,1,2019.09.01
GER,68,DOM,70,2,2019.09.03
DOM,56,FRA,90,3,2019.09.05
AUS,82,DOM,76,4,2019.09.07
DOM,55,LTU,74,5,2019.09.09
